10,40,45,56,67,2,2021-12-04
12,15,38,57,63,24,2021-12-01
18,26,28,38,47,17,2021-11-29
8,32,55,64,66,10,2021-11-27
10,16,32,63,65,17,2021-11-24
7,20,29,38,67,22,2021-11-22
40,43,48,59,69,19,2021-11-20
3,16,48,52,60,1,2021-11-17
5,31,34,51,53,23,2021-11-15
8,15,26,35,45,9,2021-11-13
19,25,43,46,48,14,2021-11-10
21,46,47,57,62,8,2021-11-08
8,30,48,57,64,9,2021-11-06
1,2,24,50,57,26,2021-11-03
9,25,34,44,45,8,2021-11-01
5,23,28,43,56,19,2021-10-30
3,6,26,35,51,17,2021-10-27
10,27,29,44,58,24,2021-10-25
10,30,51,57,63,20,2021-10-23
7,29,36,41,43,5,2021-10-20
30,32,48,53,63,12,2021-10-18
30,31,41,42,48,3,2021-10-16
23,29,47,59,60,15,2021-10-13
11,20,33,39,65,24,2021-10-11
12,17,30,45,62,5,2021-10-09
1,17,52,58,64,1,2021-10-06
12,22,54,66,69,15,2021-10-04
28,38,42,47,52,1,2021-10-02
2,7,11,17,32,11,2021-09-29
21,22,39,44,60,12,2021-09-27
22,23,37,62,63,19,2021-09-25
20,40,47,55,63,5,2021-09-22
37,51,54,58,60,19,2021-09-20
5,36,39,45,57,11,2021-09-18
1,4,18,46,62,25,2021-09-15
37,40,50,61,63,21,2021-09-13
20,31,38,40,49,21,2021-09-11
9,22,41,47,61,21,2021-09-08
11,20,22,33,54,24,2021-09-06
32,35,40,52,54,1,2021-09-04
10,20,29,48,51,17,2021-09-01
3,15,45,51,61,8,2021-08-30
12,22,26,46,59,26,2021-08-28
27,39,54,56,59,24,2021-08-25
17,36,47,60,61,15,2021-08-23
16,28,36,39,59,4,2021-08-21
35,36,51,55,61,26,2021-08-18
6,21,49,65,67,18,2021-08-14
12,18,20,29,30,16,2021-08-11
7,24,36,54,60,23,2021-08-07
5,21,32,36,58,14,2021-08-04
1,21,22,34,47,4,2021-07-31
25,30,53,59,60,5,2021-07-28
1,4,11,59,67,10,2021-07-24
27,28,44,67,68,11,2021-07-21
15,22,38,54,66,3,2021-07-17
33,46,52,59,62,10,2021-07-14
1,5,29,54,62,3,2021-07-10
8,21,30,49,57,8,2021-07-07
26,40,41,55,65,24,2021-07-03
24,29,50,65,66,14,2021-06-30
8,31,39,43,60,17,2021-06-26
13,20,40,51,63,1,2021-06-23
4,22,35,38,39,20,2021-06-19
19,29,34,44,50,25,2021-06-16
8,25,34,38,41,10,2021-06-12
19,28,46,50,54,9,2021-06-09
44,52,54,64,69,26,2021-06-05
6,7,11,66,67,19,2021-06-02
11,13,22,27,46,20,2021-05-29
2,8,21,34,62,16,2021-05-26
3,19,27,37,40,8,2021-05-22
11,13,55,56,69,4,2021-05-19
4,10,37,39,69,24,2021-05-15
1,19,20,38,54,17,2021-05-12
12,17,20,21,26,8,2021-05-08
16,23,28,40,63,1,2021-05-05
35,36,47,61,63,3,2021-05-01
16,18,35,39,53,21,2021-04-28
22,36,48,59,61,22,2021-04-24
21,25,32,63,67,6,2021-04-21
10,21,26,41,49,25,2021-04-17
13,30,33,45,61,14,2021-04-14
14,16,23,50,53,3,2021-04-10
27,35,39,51,66,16,2021-04-07
1,12,17,39,53,5,2021-04-03
3,10,44,55,68,24,2021-03-31
6,14,38,39,65,6,2021-03-27
4,9,17,27,38,18,2021-03-24
1,6,22,42,61,4,2021-03-20
34,38,42,61,62,19,2021-03-17
5,11,51,56,61,2,2021-03-13
17,18,37,44,53,18,2021-03-10
11,31,50,52,58,18,2021-03-06
21,40,44,50,55,16,2021-03-03
2,28,31,44,52,18,2021-02-27
4,33,43,53,65,21,2021-02-24
4,8,22,32,58,4,2021-02-20
1,15,21,32,46,1,2021-02-17
20,28,33,63,68,20,2021-02-13
15,39,58,63,67,7,2021-02-10
1,16,48,49,65,8,2021-02-06
5,37,40,64,66,5,2021-02-03
1,2,7,52,61,4,2021-01-30
17,33,35,42,52,9,2021-01-27
5,8,17,27,28,14,2021-01-23
40,53,60,68,69,22,2021-01-20
14,20,39,65,67,2,2021-01-16
4,19,23,25,49,14,2021-01-13
14,26,38,45,46,13,2021-01-09
1,20,22,60,66,3,2021-01-06
3,4,11,41,67,5,2021-01-02
3,43,45,61,65,14,2020-12-30
10,24,27,35,53,18,2020-12-26
6,13,38,39,53,6,2020-12-23
27,32,34,43,52,13,2020-12-19
4,23,37,61,67,7,2020-12-16
17,54,56,63,69,20,2020-12-12
11,14,31,47,48,4,2020-12-09
3,4,6,48,53,10,2020-12-05
28,31,40,41,46,4,2020-12-02
8,12,18,44,51,18,2020-11-28
2,57,58,60,65,26,2020-11-25
51,54,57,60,69,11,2020-11-21
4,5,17,43,52,5,2020-11-18
7,15,18,32,45,20,2020-11-14
13,15,17,45,63,13,2020-11-11
14,16,37,48,58,18,2020-11-07
23,32,33,45,49,14,2020-11-04
2,6,40,42,55,24,2020-10-31
11,28,37,40,53,13,2020-10-28
18,20,27,45,65,6,2020-10-24
1,3,13,44,56,26,2020-10-21
6,10,31,37,44,23,2020-10-17
21,37,52,53,58,5,2020-10-14
5,18,23,40,50,18,2020-10-10
6,24,30,53,56,19,2020-10-07
18,31,36,43,47,20,2020-10-03
14,18,36,49,67,18,2020-09-30
11,21,27,36,62,24,2020-09-26
8,17,49,52,59,1,2020-09-23
11,14,23,47,57,14,2020-09-19
10,17,31,51,53,1,2020-09-16
16,17,20,53,67,4,2020-09-12
27,52,55,60,64,21,2020-09-09
15,21,22,27,47,7,2020-09-05
1,4,11,20,69,18,2020-09-02
5,21,22,29,43,10,2020-08-29
8,12,19,47,58,2,2020-08-26
19,30,36,42,66,14,2020-08-22
13,23,47,55,58,23,2020-08-19
5,12,34,45,56,3,2020-08-15
2,6,18,36,37,21,2020-08-12
2,3,14,40,51,24,2020-08-08
7,14,17,57,65,24,2020-08-05
6,25,36,43,48,24,2020-08-01
7,29,35,40,45,26,2020-07-29
5,21,36,61,62,18,2020-07-25
16,25,36,44,55,14,2020-07-22
13,16,32,58,59,9,2020-07-18
27,47,61,62,69,4,2020-07-15
14,19,61,62,64,4,2020-07-11
3,10,34,36,62,5,2020-07-08
16,21,27,60,61,6,2020-07-04
15,28,52,53,63,18,2020-07-01
9,36,49,56,62,8,2020-06-27
15,22,27,33,46,23,2020-06-24
10,31,41,63,67,5,2020-06-20
7,10,63,64,68,10,2020-06-17
2,12,32,50,65,5,2020-06-13
10,33,41,52,54,18,2020-06-10
1,17,38,68,69,18,2020-06-06
1,3,26,41,64,17,2020-06-03
13,32,41,58,60,14,2020-05-30
38,58,59,64,68,21,2020-05-27
2,8,18,21,23,16,2020-05-23
18,34,40,42,50,9,2020-05-20
8,12,26,39,42,11,2020-05-16
39,53,54,56,57,20,2020-05-13
12,18,42,48,65,19,2020-05-09
7,8,35,50,65,20,2020-05-06
13,16,33,58,68,24,2020-05-02
2,20,49,61,67,20,2020-04-29
1,3,21,47,57,18,2020-04-25
1,33,35,40,69,24,2020-04-22
4,44,46,56,63,19,2020-04-18
10,12,33,36,41,2,2020-04-15
22,29,30,42,47,17,2020-04-11
2,37,39,48,54,5,2020-04-08
8,31,39,40,43,4,2020-04-04
33,35,45,48,60,16,2020-04-01
7,40,48,55,66,11,2020-03-28
5,9,27,39,42,16,2020-03-25
2,23,40,59,69,13,2020-03-21
15,27,44,59,63,8,2020-03-18
9,23,26,30,32,8,2020-03-14
4,29,49,50,67,2,2020-03-11
7,15,21,33,62,23,2020-03-07
18,43,58,60,68,14,2020-03-04
24,44,46,50,51,13,2020-02-29
8,27,29,36,47,24,2020-02-26
25,37,39,61,62,11,2020-02-22
10,12,15,19,56,19,2020-02-19
16,32,35,36,46,3,2020-02-15
14,47,54,55,68,25,2020-02-12
35,49,50,59,66,6,2020-02-08
23,30,35,41,57,2,2020-02-05
12,33,54,57,60,13,2020-02-01
9,12,15,31,60,2,2020-01-29
2,9,17,36,67,18,2020-01-25
11,33,44,59,67,8,2020-01-22
20,24,38,56,68,18,2020-01-18
39,41,53,55,68,19,2020-01-15
3,21,23,31,59,3,2020-01-11
2,4,7,43,56,22,2020-01-08
1,11,21,25,54,7,2020-01-04
49,53,57,59,62,26,2020-01-01
20,23,39,59,60,18,2019-12-28
2,4,16,30,46,20,2019-12-25
19,31,35,50,67,14,2019-12-21
14,18,26,39,68,9,2019-12-18
3,6,12,32,64,19,2019-12-14
24,29,42,44,63,10,2019-12-11
18,42,53,62,66,25,2019-12-07
8,27,44,51,61,14,2019-12-04
15,35,42,63,68,18,2019-11-30
15,26,37,53,55,21,2019-11-27
28,35,38,61,66,23,2019-11-23
7,15,39,40,57,12,2019-11-20
14,22,26,55,63,26,2019-11-16
23,26,27,28,66,11,2019-11-13
14,17,35,38,60,25,2019-11-09
15,28,46,62,64,17,2019-11-06
3,23,32,37,58,22,2019-11-02
19,22,52,56,67,21,2019-10-30
3,20,48,54,59,4,2019-10-26
5,12,50,61,69,23,2019-10-23
14,27,29,59,65,12,2019-10-19
1,5,25,63,67,3,2019-10-16
12,29,34,53,65,23,2019-10-12
5,18,33,43,65,2,2019-10-09
6,14,36,51,54,4,2019-10-05
4,8,10,43,53,7,2019-10-02
15,23,34,51,55,4,2019-09-28
37,43,44,45,53,25,2019-09-25
1,9,22,36,68,22,2019-09-21
14,19,39,47,51,15,2019-09-18
11,27,31,36,67,11,2019-09-14
6,17,24,53,57,3,2019-09-11
11,20,41,42,56,6,2019-09-07
4,8,30,52,59,2,2019-09-04
14,41,50,56,57,18,2019-08-31
9,32,37,41,56,14,2019-08-28
5,12,20,21,47,1,2019-08-24
12,21,22,29,32,21,2019-08-21
18,21,24,30,60,20,2019-08-17
10,13,30,51,69,10,2019-08-14
35,41,44,58,59,3,2019-08-10
8,32,47,53,59,3,2019-08-07
3,6,45,66,68,13,2019-08-03
14,37,47,55,67,6,2019-07-31
1,19,31,48,61,6,2019-07-27
22,29,35,53,56,13,2019-07-24
5,26,36,64,69,19,2019-07-20
19,43,47,60,68,10,2019-07-17
13,23,32,35,68,21,2019-07-13
7,9,26,44,68,3,2019-07-10
4,8,23,46,65,1,2019-07-06
40,43,45,50,61,25,2019-07-03
13,17,24,59,62,8,2019-06-29
1,5,16,22,54,24,2019-06-26
3,6,11,14,66,21,2019-06-22
4,18,21,26,38,1,2019-06-19
8,11,14,16,49,14,2019-06-15
5,35,38,42,57,13,2019-06-12
9,13,42,48,60,18,2019-06-08
17,23,28,34,38,8,2019-06-05
6,15,34,45,52,8,2019-06-01
3,32,34,42,61,7,2019-05-29
1,2,39,43,66,2,2019-05-25
7,10,20,44,57,3,2019-05-22
2,10,25,66,67,26,2019-05-18
7,17,33,61,68,4,2019-05-15
6,8,9,37,40,26,2019-05-11
1,45,53,64,66,3,2019-05-08
6,16,23,30,61,2,2019-05-04
5,23,28,56,66,17,2019-05-01
2,29,41,45,62,6,2019-04-27
6,32,35,36,65,4,2019-04-24
3,27,30,63,65,1,2019-04-20
1,15,17,46,66,15,2019-04-17
4,17,26,32,49,10,2019-04-13
12,21,23,39,67,6,2019-04-10
15,33,43,59,60,8,2019-04-06
16,19,25,32,49,18,2019-04-03
21,52,54,64,68,4,2019-03-30
16,20,37,44,62,12,2019-03-27
24,25,52,60,66,5,2019-03-23
10,14,50,53,63,21,2019-03-20
30,34,39,53,67,11,2019-03-16
18,36,45,47,69,14,2019-03-13
5,6,45,55,59,14,2019-03-09
6,10,21,35,46,23,2019-03-06
1,19,25,27,68,21,2019-03-02
21,31,42,49,59,23,2019-02-27
4,6,14,20,32,13,2019-02-23
27,49,50,51,52,2,2019-02-20
29,30,41,48,64,1,2019-02-16
2,8,14,24,69,26,2019-02-13
1,2,3,7,39,25,2019-02-09
5,13,28,38,63,21,2019-02-06
10,17,18,43,65,13,2019-02-02
2,12,16,29,54,6,2019-01-30
8,12,20,21,32,10,2019-01-26
23,25,47,48,50,24,2019-01-23
5,8,41,65,66,20,2019-01-19
14,29,31,56,61,1,2019-01-16
7,36,48,57,58,24,2019-01-12
6,19,37,49,59,22,2019-01-09
3,7,15,27,69,19,2019-01-05
8,12,42,46,56,12,2019-01-02
12,42,51,53,62,25,2018-12-29
5,25,38,52,67,24,2018-12-26
21,28,30,40,59,26,2018-12-22
15,29,31,37,43,16,2018-12-19
8,38,43,52,55,17,2018-12-15
4,9,21,29,64,26,2018-12-12
14,32,34,46,61,10,2018-12-08
9,11,36,37,38,11,2018-12-05
10,11,47,55,58,26,2018-12-01
4,19,59,68,69,21,2018-11-28
11,33,51,56,58,18,2018-11-24
7,14,23,38,55,18,2018-11-21
6,8,20,52,68,5,2018-11-17
7,42,49,62,69,23,2018-11-14
5,29,34,53,57,24,2018-11-10
26,28,34,42,50,25,2018-11-07
15,21,24,32,65,11,2018-11-03
7,25,39,40,47,20,2018-10-31
8,12,13,19,27,4,2018-10-27
3,21,45,53,56,22,2018-10-24
16,54,57,62,69,23,2018-10-20
3,57,64,68,69,15,2018-10-17
11,14,32,43,65,15,2018-10-13
8,23,27,42,60,7,2018-10-10
1,22,27,53,67,15,2018-10-06
41,53,59,63,66,3,2018-10-03
9,17,34,59,64,22,2018-09-29
1,2,7,30,50,8,2018-09-26
24,61,63,64,69,18,2018-09-22
4,39,48,50,51,11,2018-09-19
2,18,19,24,34,3,2018-09-15
6,28,48,63,64,24,2018-09-12
3,13,20,32,33,21,2018-09-08
6,15,50,59,60,13,2018-09-05
11,54,55,61,66,9,2018-09-01
25,41,53,57,67,12,2018-08-29
20,25,54,57,63,8,2018-08-25
1,7,45,47,69,13,2018-08-22
24,34,52,61,67,16,2018-08-18
12,15,28,47,48,16,2018-08-15
5,43,56,62,68,24,2018-08-11
10,21,30,43,63,17,2018-08-08
3,11,38,44,58,2,2018-08-04
